job_id,year,country,region,city,company_name,company_size,industry,job_title,seniority_level,ai_mentioned,ai_intensity_score,core_skills,salary_usd,salary_change,automation_risk_score,reskilling_required,ai_job_displacement_risk,industry_ai_adoption_stage
3433,2022,New Zealand,Oceania,Tokyo,NextGen Systems,Startup,Finance,Operations Manager,Mid,True,0.47,"Data Analysis, SQL, Business Analysis, Communication",107386,7.49,0.29,True,High,Mature
3434,2021,Brazil,South America,Paris,Future Technologies,Enterprise,Government,Operations Manager,Lead,False,0.19,"Research, Python, Business Analysis, SQL",44972,1.75,0.8,False,High,Growing
3435,2018,Australia,Oceania,Tokyo,Global Systems,Startup,Agriculture,Product Manager,Executive,False,0.15,"Statistics, Python, Cloud Computing, Business Analysis",88964,-3.14,0.75,False,Low,Growing
3436,2013,Germany,Europe,Berlin,Global Solutions,Startup,Healthcare,Product Manager,Mid,False,0.17,"Python, Statistics, Cloud Computing, SQL, Business Analysis, Research",69941,0.38,0.82,False,Low,Emerging
3437,2021,Nepal,South Asia,Sao Paulo,Global Systems,Small,Manufacturing,Product Manager,Executive,True,0.81,"Research, Communication, Cloud Computing",33704,5.77,0.24,True,High,Growing
3438,2022,Australia,Oceania,Paris,Future Systems,Small,Government,Product Manager,Junior,True,0.53,"Project Management, Statistics, Business Analysis, Communication, Cloud Computing",108903,17.24,0.24,True,Medium,Growing
3439,2010,Bangladesh,South Asia,Toronto,Global Solutions,Large,Manufacturing,Software Engineer,Junior,True,0.51,"Python, Business Analysis, Project Management",27905,2.63,0.14,True,Medium,Emerging
3440,2015,China,East Asia,Paris,Global Solutions,Large,Healthcare,Operations Manager,Lead,False,0.14,"Software Engineering, Business Analysis, Cloud Computing, SQL, Research, Project Management",68753,2.64,0.72,False,High,Emerging
3441,2024,India,South Asia,New York,Global Technologies,Medium,Tech,AI Researcher,Junior,True,0.83,"Python, SQL, Research",43759,14.0,0.19,True,High,Mature
3442,2017,Jordan,Middle East,London,NextGen Systems,Startup,Manufacturing,Product Manager,Intern,False,0.07,"Python, Research, Communication",60619,4.12,0.65,False,High,Growing
3443,2011,New Zealand,Oceania,London,Future Systems,Large,Energy,Data Scientist,Lead,False,0.12,"Cloud Computing, Statistics, Data Analysis",71056,-2.73,0.72,False,High,Emerging
3444,2022,China,East Asia,Bangalore,Future Technologies,Enterprise,Agriculture,ML Engineer,Mid,True,0.81,"Communication, Research, Software Engineering, Project Management, SQL",97245,14.4,0.38,True,High,Growing
3445,2011,China,East Asia,Lagos,Global Solutions,Large,Government,ML Engineer,Lead,False,0.02,"Python, Business Analysis, Project Management, Research, Data Analysis",55257,1.79,0.74,False,Medium,Emerging
3446,2020,Taiwan,East Asia,London,Prime Technologies,Startup,Education,ML Engineer,Executive,True,0.75,"Project Management, Communication, Statistics, Python, Cloud Computing",100492,16.91,0.3,True,High,Growing
3447,2014,Brazil,South America,Nairobi,Future Technologies,Medium,Government,Data Scientist,Mid,False,0.18,"Business Analysis, Python, Statistics, Software Engineering, Cloud Computing, Communication",41689,-1.17,0.73,False,High,Emerging
3448,2024,Germany,Europe,Sao Paulo,Prime Systems,Large,Manufacturing,Research Scientist,Senior,True,0.6,"Research, SQL, Project Management, Cloud Computing, Business Analysis, Python",122825,7.05,0.26,True,Low,Growing
3449,2025,Mexico,North America,Tokyo,Global Systems,Startup,Manufacturing,Policy Analyst,Mid,True,0.75,"Research, Communication, Data Analysis, Software Engineering, Cloud Computing, Business Analysis",121547,14.57,0.38,True,Low,Growing
3450,2022,Mexico,North America,Berlin,Future Analytics,Small,Retail,AI Researcher,Senior,False,0.09,"SQL, Business Analysis, Python",89286,0.23,0.72,False,High,Growing
3451,2024,Indonesia,Southeast Asia,Toronto,Future Solutions,Small,Education,Data Scientist,Lead,False,0.07,"Data Analysis, Communication, Business Analysis, Python, Cloud Computing",46976,-0.08,0.74,False,High,Growing
3452,2023,Indonesia,Southeast Asia,Seoul,Future Systems,Large,Tech,Research Scientist,Senior,True,0.9,"Research, Python, Cloud Computing, SQL, Software Engineering, Statistics",63035,11.12,0.26,True,Medium,Mature
3453,2022,Netherlands,Europe,Singapore,Prime Systems,Small,Government,Operations Manager,Senior,False,0.02,"Business Analysis, Communication, Software Engineering, Research",84187,-2.11,0.64,False,Low,Growing
3454,2025,Netherlands,Europe,Tokyo,Global Solutions,Medium,Energy,AI Researcher,Junior,True,0.9,"Research, Project Management, SQL",125695,11.57,0.12,True,High,Growing
3455,2020,Nigeria,Africa,Paris,Global Analytics,Large,Agriculture,Operations Manager,Intern,False,0.07,"Software Engineering, Cloud Computing, Data Analysis",23708,3.13,0.8,False,Medium,Growing
3456,2024,New Zealand,Oceania,Dubai,Prime Solutions,Large,Retail,Policy Analyst,Senior,True,0.88,"Project Management, Communication, Cloud Computing",114690,16.12,0.3,True,Medium,Growing
3457,2011,India,South Asia,Sydney,Global Technologies,Medium,Manufacturing,Data Scientist,Senior,False,0.11,"Project Management, Business Analysis, Communication, Research, Data Analysis",19722,-4.44,0.82,False,High,Emerging
3458,2023,Chile,South America,Bangalore,Global Technologies,Enterprise,Retail,Operations Manager,Intern,True,0.7,"Research, Software Engineering, Python, SQL, Statistics, Business Analysis",70248,14.59,0.26,True,Low,Growing
3459,2013,UAE,Middle East,Berlin,Global Analytics,Small,Agriculture,Research Scientist,Senior,False,0.13,"Cloud Computing, Business Analysis, Software Engineering, Python, Data Analysis, Project Management",53378,-4.57,0.72,False,Medium,Emerging
3460,2011,Canada,North America,Sydney,NextGen Systems,Enterprise,Tech,Software Engineer,Intern,True,0.43,"Business Analysis, Research, Software Engineering",105601,-0.82,0.1,True,Low,Emerging
3461,2011,Mexico,North America,Bangalore,Future Analytics,Small,Manufacturing,Business Analyst,Mid,False,0.19,"Cloud Computing, Python, Software Engineering",77200,3.45,0.67,False,High,Emerging
3462,2014,Netherlands,Europe,New York,Prime Analytics,Startup,Healthcare,Business Analyst,Executive,False,0.19,"Statistics, Project Management, Data Analysis, Software Engineering",69717,3.37,0.83,False,Medium,Emerging
3463,2025,Australia,Oceania,Sydney,Prime Technologies,Startup,Tech,Software Engineer,Mid,False,0.09,"Communication, Research, Cloud Computing, Statistics, Business Analysis",103081,-1.94,0.63,False,High,Mature
3464,2012,Philippines,Southeast Asia,Paris,NextGen Analytics,Enterprise,Energy,Policy Analyst,Intern,False,0.08,"SQL, Statistics, Research, Software Engineering, Python",33981,-0.06,0.7,False,Low,Emerging
3465,2010,Sri Lanka,South Asia,Singapore,Global Systems,Medium,Tech,ML Engineer,Lead,False,0.17,"SQL, Project Management, Communication, Business Analysis, Cloud Computing, Statistics",19910,-3.1,0.67,False,Low,Emerging
3466,2024,Bangladesh,South Asia,Seoul,Future Technologies,Startup,Tech,Product Manager,Executive,True,0.45,"Statistics, Data Analysis, Communication, SQL",41068,14.68,0.32,True,Medium,Mature
3467,2010,Saudi Arabia,Middle East,Bangalore,Global Systems,Medium,Energy,Research Scientist,Lead,False,0.12,"Research, Data Analysis, Communication, Business Analysis, Python",56010,1.51,0.68,False,High,Emerging
3468,2023,Jordan,Middle East,Sao Paulo,Future Technologies,Startup,Education,Business Analyst,Lead,True,0.46,"Python, Data Analysis, Business Analysis",98519,11.51,0.16,True,Low,Growing
3469,2019,New Zealand,Oceania,Tokyo,Future Systems,Medium,Education,Research Scientist,Intern,True,0.56,"Python, Research, Statistics, Project Management, Data Analysis, SQL",104841,12.11,0.15,True,High,Growing
3470,2014,Taiwan,East Asia,New York,Prime Systems,Small,Agriculture,Data Scientist,Mid,False,0.12,"Project Management, SQL, Cloud Computing",61958,-0.48,0.76,False,Medium,Emerging
3471,2016,Spain,Europe,Nairobi,NextGen Analytics,Large,Agriculture,ML Engineer,Lead,False,0.04,"Research, Cloud Computing, SQL, Python, Statistics",67784,-0.15,0.67,False,Medium,Emerging
3472,2024,Malaysia,Southeast Asia,Bangalore,Future Systems,Enterprise,Education,Software Engineer,Mid,False,0.19,"Cloud Computing, Software Engineering, SQL, Communication",42931,-1.33,0.81,False,High,Growing
3473,2011,Brazil,South America,London,Prime Technologies,Small,Tech,Policy Analyst,Senior,True,0.59,"Data Analysis, Cloud Computing, Research, Business Analysis",44923,1.59,0.2,True,High,Emerging
3474,2023,Australia,Oceania,Singapore,NextGen Systems,Startup,Tech,Business Analyst,Senior,False,0.12,"Software Engineering, Data Analysis, Communication",85004,1.44,0.71,False,Low,Mature
3475,2016,Australia,Oceania,Tokyo,Prime Systems,Enterprise,Agriculture,Systems Engineer,Lead,False,0.2,"Business Analysis, Research, Cloud Computing, Communication, Data Analysis, Software Engineering",67802,1.74,0.81,False,Medium,Emerging
3476,2017,Jordan,Middle East,Toronto,NextGen Analytics,Large,Finance,Business Analyst,Junior,True,0.62,"Research, Statistics, Business Analysis, Cloud Computing, SQL",76460,4.8,0.27,True,Low,Growing
3477,2018,Philippines,Southeast Asia,Singapore,Global Technologies,Medium,Education,Business Analyst,Mid,True,0.41,"Project Management, Software Engineering, Communication",48739,15.6,0.35,True,Medium,Growing
3478,2015,Sweden,Europe,Paris,NextGen Technologies,Small,Retail,Policy Analyst,Senior,False,0.09,"Python, Data Analysis, SQL",60381,3.48,0.63,False,Low,Emerging
3479,2015,Argentina,South America,Sao Paulo,Future Solutions,Small,Education,Software Engineer,Junior,False,0.12,"Software Engineering, Business Analysis, Python, Research",40308,-0.56,0.81,False,Medium,Emerging
3480,2010,Taiwan,East Asia,Toronto,Prime Systems,Large,Government,AI Researcher,Executive,False,0.13,"Communication, Data Analysis, Project Management, SQL, Python",48844,-4.97,0.74,False,Low,Emerging
3481,2013,New Zealand,Oceania,Tokyo,Global Systems,Enterprise,Finance,ML Engineer,Senior,False,0.15,"Statistics, Software Engineering, Cloud Computing, Research",80868,-4.97,0.68,False,High,Emerging
3482,2025,Taiwan,East Asia,Bangalore,NextGen Solutions,Large,Manufacturing,ML Engineer,Mid,False,0.07,"Research, Data Analysis, Statistics, Software Engineering, Python",76468,-1.87,0.62,False,High,Growing
3483,2021,Brazil,South America,New York,Future Analytics,Enterprise,Manufacturing,Product Manager,Junior,False,0.09,"Data Analysis, Statistics, Cloud Computing, Research, SQL",51160,-1.26,0.82,False,Low,Growing
3484,2017,Australia,Oceania,Toronto,NextGen Technologies,Large,Healthcare,Product Manager,Junior,True,0.65,"SQL, Research, Software Engineering",107602,3.24,0.29,True,Medium,Growing
3485,2024,Brazil,South America,Lagos,Future Technologies,Small,Energy,Product Manager,Executive,False,0.03,"Research, Communication, Statistics",49971,4.45,0.73,False,Medium,Growing
3486,2015,Colombia,South America,Singapore,Future Systems,Medium,Finance,Product Manager,Intern,False,0.11,"Communication, Project Management, Cloud Computing",36199,-2.65,0.81,False,Medium,Emerging
3487,2011,Indonesia,Southeast Asia,Toronto,NextGen Analytics,Enterprise,Agriculture,Business Analyst,Senior,False,0.05,"Python, SQL, Research",32420,0.29,0.65,False,Low,Emerging
3488,2017,Taiwan,East Asia,Sao Paulo,NextGen Systems,Startup,Finance,ML Engineer,Mid,True,0.65,"SQL, Cloud Computing, Software Engineering",96171,3.81,0.36,True,Medium,Growing
3489,2018,South Korea,East Asia,Dubai,Prime Systems,Startup,Energy,Operations Manager,Executive,False,0.12,"Python, Cloud Computing, Project Management, Statistics",58527,-2.0,0.65,False,Low,Growing
3490,2024,Ghana,Africa,London,Prime Technologies,Startup,Retail,Product Manager,Executive,False,0.04,"Communication, Software Engineering, SQL, Project Management, Business Analysis",26607,2.34,0.81,False,Medium,Growing
3491,2022,Colombia,South America,Tokyo,Future Solutions,Startup,Manufacturing,Business Analyst,Senior,False,0.02,"Data Analysis, Research, Python, Cloud Computing, Business Analysis, SQL",46012,-3.22,0.77,False,Medium,Growing
3492,2021,Nepal,South Asia,Sao Paulo,Future Systems,Startup,Energy,Software Engineer,Mid,False,0.11,"Python, Data Analysis, Software Engineering",30144,0.62,0.86,False,Low,Growing
3493,2022,South Korea,East Asia,Toronto,Future Solutions,Large,Retail,AI Researcher,Mid,True,0.94,"Software Engineering, Communication, Python, Research, Data Analysis",114590,7.25,0.3,True,Low,Growing
3494,2019,Canada,North America,Toronto,Future Analytics,Large,Agriculture,Research Scientist,Intern,False,0.12,"Business Analysis, Statistics, SQL, Data Analysis, Communication, Research",84550,4.11,0.66,False,Medium,Growing
3495,2016,South Africa,Africa,Nairobi,Future Technologies,Small,Finance,Operations Manager,Mid,False,0.1,"Statistics, Research, SQL, Data Analysis",22149,2.29,0.9,False,High,Emerging
3496,2020,Bangladesh,South Asia,Sydney,NextGen Solutions,Small,Agriculture,ML Engineer,Mid,False,0.19,"Research, Statistics, Python",25678,-3.16,0.68,False,Medium,Growing
3497,2022,United States,North America,Sao Paulo,Global Systems,Large,Tech,Research Scientist,Junior,True,0.68,"Project Management, Communication, Statistics, SQL, Cloud Computing, Software Engineering",118383,7.79,0.35,True,Low,Mature
3498,2014,Singapore,Southeast Asia,Lagos,Global Analytics,Large,Energy,Product Manager,Junior,True,0.9,"Project Management, Software Engineering, Business Analysis, Statistics, Cloud Computing, Python",41047,-1.4,0.25,True,Low,Emerging
3499,2018,Peru,South America,Tokyo,Prime Systems,Enterprise,Education,Research Scientist,Mid,False,0.11,"SQL, Software Engineering, Project Management, Python, Business Analysis, Communication",38971,0.85,0.8,False,Low,Growing
3500,2018,South Korea,East Asia,Paris,NextGen Analytics,Medium,Finance,Product Manager,Executive,False,0.08,"Project Management, SQL, Communication, Statistics",69829,1.87,0.85,False,High,Growing
3501,2020,Germany,Europe,Lagos,Prime Systems,Small,Government,Systems Engineer,Executive,False,0.18,"Data Analysis, Research, Software Engineering, Cloud Computing",88307,-4.94,0.89,False,Medium,Growing
3502,2012,Nigeria,Africa,London,Global Technologies,Enterprise,Tech,AI Researcher,Senior,False,0.03,"Research, Communication, Statistics, Project Management",21198,0.21,0.63,False,High,Emerging
3503,2023,Chile,South America,Sydney,Prime Systems,Startup,Government,AI Researcher,Junior,True,0.76,"Project Management, Business Analysis, Research, Communication, SQL, Cloud Computing",75307,5.12,0.3,True,Low,Growing
3504,2024,Argentina,South America,Sao Paulo,Prime Solutions,Startup,Manufacturing,Systems Engineer,Senior,False,0.11,"Statistics, Python, Data Analysis, SQL",45361,0.87,0.81,False,High,Growing
3505,2017,Qatar,Middle East,Paris,NextGen Solutions,Startup,Tech,Software Engineer,Lead,False,0.05,"Project Management, Statistics, Business Analysis, Communication",63634,3.48,0.68,False,Low,Growing
3506,2012,Philippines,Southeast Asia,Berlin,NextGen Systems,Startup,Tech,Policy Analyst,Lead,False,0.1,"Research, Python, Communication, Statistics, Software Engineering",34021,2.42,0.64,False,Medium,Emerging
3507,2023,Malaysia,Southeast Asia,Nairobi,Future Technologies,Small,Healthcare,AI Researcher,Mid,True,0.95,"Python, Data Analysis, Communication, Software Engineering",53802,11.94,0.18,True,Medium,Growing
3508,2021,India,South Asia,Toronto,Future Analytics,Large,Finance,Product Manager,Executive,True,0.52,"Project Management, Communication, Statistics",39297,10.11,0.23,True,Low,Growing
3509,2013,China,East Asia,Tokyo,Global Analytics,Small,Retail,Product Manager,Executive,False,0.19,"Business Analysis, Project Management, Communication, SQL, Software Engineering",57240,1.24,0.72,False,Low,Emerging
3510,2018,Peru,South America,Dubai,Prime Systems,Large,Retail,ML Engineer,Junior,False,0.05,"Project Management, Python, Business Analysis, Research, Cloud Computing, SQL",49502,-2.81,0.67,False,Medium,Growing
3511,2013,Canada,North America,Nairobi,Global Analytics,Large,Agriculture,Systems Engineer,Executive,False,0.15,"Cloud Computing, SQL, Python, Data Analysis",86295,1.41,0.76,False,Medium,Emerging
3512,2015,Philippines,Southeast Asia,Seoul,Future Technologies,Small,Manufacturing,Operations Manager,Intern,False,0.16,"SQL, Project Management, Software Engineering, Business Analysis, Data Analysis, Research",30688,4.36,0.8,False,Medium,Emerging
3513,2013,Taiwan,East Asia,Toronto,Future Systems,Small,Manufacturing,Policy Analyst,Lead,False,0.19,"Python, Communication, Data Analysis, Software Engineering, Research, Cloud Computing",61287,-2.69,0.71,False,High,Emerging
3514,2022,Australia,Oceania,Nairobi,Global Systems,Small,Tech,ML Engineer,Junior,False,0.18,"SQL, Project Management, Data Analysis",81393,-2.09,0.86,False,Low,Mature
3515,2014,Mexico,North America,Lagos,Prime Technologies,Enterprise,Healthcare,Systems Engineer,Junior,False,0.12,"Data Analysis, Project Management, Research, Statistics",71084,-4.98,0.88,False,Low,Emerging
3516,2015,Spain,Europe,Bangalore,Global Analytics,Medium,Agriculture,Business Analyst,Executive,False,0.03,"Python, Communication, Business Analysis, Data Analysis, Cloud Computing, Statistics",58823,-1.11,0.64,False,High,Emerging
3517,2023,Qatar,Middle East,Bangalore,Future Systems,Small,Tech,Policy Analyst,Junior,True,0.72,"Data Analysis, Business Analysis, Communication",100418,5.28,0.34,True,Medium,Mature
3518,2015,Poland,Europe,Bangalore,Global Systems,Small,Retail,ML Engineer,Senior,False,0.04,"Communication, Python, Statistics, Project Management, Data Analysis",77299,-2.1,0.67,False,Low,Emerging
3519,2020,Canada,North America,Sao Paulo,Future Solutions,Startup,Education,Product Manager,Senior,True,0.89,"Cloud Computing, Research, Statistics, Data Analysis",115050,10.84,0.11,True,Low,Growing
3520,2023,Spain,Europe,Sao Paulo,Prime Technologies,Startup,Energy,AI Researcher,Executive,True,0.92,"Communication, Cloud Computing, Statistics, SQL, Python",126114,13.75,0.12,True,Medium,Growing
3521,2014,Italy,Europe,Lagos,Prime Analytics,Medium,Tech,AI Researcher,Executive,True,0.65,"Cloud Computing, Python, Research, Business Analysis, SQL",90655,-3.86,0.14,True,Low,Emerging
3522,2024,Sweden,Europe,New York,Future Analytics,Enterprise,Agriculture,Data Scientist,Executive,False,0.12,"Software Engineering, Project Management, Python, Business Analysis",75041,-0.23,0.89,False,High,Growing
3523,2011,Australia,Oceania,New York,Global Technologies,Startup,Tech,Policy Analyst,Junior,False,0.04,"Python, Project Management, Software Engineering",57145,-4.11,0.62,False,High,Emerging
3524,2019,India,South Asia,Sydney,NextGen Solutions,Large,Finance,ML Engineer,Lead,True,0.56,"Statistics, Communication, Project Management, Cloud Computing, Software Engineering",30815,6.02,0.34,True,Low,Growing
3525,2012,Vietnam,Southeast Asia,Paris,NextGen Technologies,Medium,Retail,Policy Analyst,Junior,False,0.19,"SQL, Statistics, Software Engineering, Data Analysis, Business Analysis, Research",35808,2.44,0.62,False,High,Emerging
3526,2018,South Africa,Africa,Paris,Future Technologies,Medium,Healthcare,ML Engineer,Intern,False,0.08,"Python, SQL, Cloud Computing",19360,-0.15,0.78,False,Low,Growing
3527,2023,United States,North America,Bangalore,Global Technologies,Enterprise,Tech,Product Manager,Intern,True,0.65,"Statistics, Cloud Computing, Data Analysis",117625,14.35,0.1,True,Low,Mature
3528,2019,Sri Lanka,South Asia,Paris,Global Solutions,Medium,Finance,Software Engineer,Executive,True,0.92,"Software Engineering, Project Management, Python, Data Analysis, SQL",32896,7.3,0.26,True,Medium,Growing
3529,2020,Chile,South America,Nairobi,Global Analytics,Small,Government,ML Engineer,Executive,False,0.1,"Business Analysis, SQL, Project Management, Communication",46184,1.48,0.63,False,Medium,Growing
3530,2019,Saudi Arabia,Middle East,Bangalore,Global Solutions,Enterprise,Finance,Product Manager,Mid,True,0.58,"Project Management, Data Analysis, SQL, Cloud Computing, Software Engineering, Communication",81672,12.71,0.36,True,Low,Growing
3531,2023,Japan,East Asia,Toronto,Prime Technologies,Large,Agriculture,Policy Analyst,Senior,True,0.56,"Cloud Computing, Project Management, Research, SQL, Statistics, Communication",106129,17.55,0.29,True,High,Growing
3532,2014,New Zealand,Oceania,Singapore,Future Systems,Enterprise,Retail,AI Researcher,Executive,False,0.06,"Statistics, Project Management, Communication",76206,1.91,0.71,False,Low,Emerging
3533,2016,Nigeria,Africa,Dubai,NextGen Analytics,Small,Retail,ML Engineer,Intern,True,0.44,"Project Management, SQL, Cloud Computing, Data Analysis, Communication, Research",27661,2.7,0.38,True,Medium,Emerging
3534,2020,Saudi Arabia,Middle East,Lagos,Future Analytics,Large,Agriculture,Software Engineer,Intern,False,0.0,"Python, Research, SQL, Business Analysis, Communication, Project Management",57538,1.86,0.9,False,Medium,Growing
3535,2019,Netherlands,Europe,Paris,Global Technologies,Large,Agriculture,Data Scientist,Senior,True,0.58,"Statistics, Cloud Computing, Software Engineering",93634,16.19,0.33,True,Low,Growing
3536,2024,Sri Lanka,South Asia,Berlin,Prime Systems,Small,Tech,Data Scientist,Intern,True,0.81,"Business Analysis, Communication, Research, Python",34850,14.9,0.19,True,Medium,Mature
3537,2012,Poland,Europe,Sydney,Future Solutions,Enterprise,Retail,Research Scientist,Lead,False,0.18,"Statistics, Data Analysis, Cloud Computing",60482,4.69,0.82,False,Low,Emerging
3538,2010,India,South Asia,Sydney,Future Solutions,Large,Finance,AI Researcher,Intern,False,0.02,"Data Analysis, Project Management, Python, Software Engineering, SQL, Business Analysis",18183,1.26,0.86,False,Low,Emerging
3539,2011,Pakistan,South Asia,Lagos,NextGen Systems,Small,Agriculture,Software Engineer,Mid,False,0.0,"Project Management, Research, Business Analysis, Communication, Software Engineering, Cloud Computing",22643,-1.21,0.76,False,Medium,Emerging
3540,2014,UAE,Middle East,London,Prime Solutions,Enterprise,Finance,ML Engineer,Senior,False,0.1,"Project Management, Data Analysis, Python",48460,-3.52,0.64,False,Low,Emerging
3541,2013,United States,North America,Lagos,Global Systems,Medium,Retail,ML Engineer,Intern,False,0.12,"Statistics, Software Engineering, Python",80883,0.07,0.83,False,Low,Emerging
3542,2014,Israel,Middle East,London,Prime Systems,Large,Education,ML Engineer,Junior,True,0.67,"Python, Statistics, Research, Data Analysis",89800,-3.21,0.15,True,Low,Emerging
3543,2017,Kenya,Africa,Tokyo,Global Analytics,Enterprise,Energy,Systems Engineer,Mid,False,0.11,"Communication, Project Management, Python, Statistics, Software Engineering, Cloud Computing",21236,-3.94,0.77,False,Low,Growing
3544,2020,New Zealand,Oceania,Paris,NextGen Technologies,Large,Retail,AI Researcher,Mid,False,0.2,"Project Management, Python, Cloud Computing, Communication, Research",81570,-4.2,0.68,False,Medium,Growing
3545,2010,Indonesia,Southeast Asia,Dubai,Global Analytics,Startup,Retail,Software Engineer,Executive,False,0.04,"SQL, Data Analysis, Cloud Computing",34344,-2.15,0.63,False,Low,Emerging
3546,2022,China,East Asia,Seoul,NextGen Analytics,Small,Healthcare,Operations Manager,Junior,False,0.13,"Business Analysis, Python, Statistics, Data Analysis, Communication, Cloud Computing",80283,-0.82,0.71,False,Low,Growing
3547,2016,Jordan,Middle East,Paris,NextGen Systems,Startup,Finance,Research Scientist,Senior,True,0.52,"Research, SQL, Data Analysis, Project Management, Cloud Computing, Statistics",92884,-2.18,0.28,True,High,Emerging
3548,2015,United States,North America,Seoul,Prime Technologies,Large,Healthcare,Research Scientist,Mid,False,0.11,"Data Analysis, Python, Statistics, SQL, Research",70558,3.78,0.62,False,Low,Emerging
3549,2025,South Korea,East Asia,Nairobi,Global Systems,Small,Finance,AI Researcher,Senior,True,0.88,"Cloud Computing, Communication, Software Engineering",111849,13.46,0.33,True,Medium,Mature
3550,2015,Chile,South America,Dubai,Global Solutions,Medium,Retail,Product Manager,Senior,False,0.16,"Communication, Data Analysis, Research, Cloud Computing, Project Management, SQL",40686,-0.46,0.77,False,Medium,Emerging
3551,2010,Qatar,Middle East,Dubai,Future Systems,Small,Government,Product Manager,Junior,False,0.17,"Cloud Computing, Communication, Project Management",54702,4.34,0.8,False,Low,Emerging
3552,2011,Malaysia,Southeast Asia,Toronto,Global Systems,Small,Energy,Research Scientist,Senior,False,0.16,"Python, Software Engineering, Project Management, SQL, Cloud Computing",34085,-1.4,0.89,False,Medium,Emerging
3553,2010,India,South Asia,Sao Paulo,Future Systems,Enterprise,Tech,Business Analyst,Executive,True,0.63,"Communication, Project Management, Business Analysis, Research, Statistics, Software Engineering",28113,-2.6,0.27,True,Low,Emerging
3554,2011,Peru,South America,Nairobi,Future Systems,Enterprise,Tech,Business Analyst,Executive,True,0.53,"Communication, Software Engineering, Project Management",45327,-4.05,0.28,True,Medium,Emerging
3555,2024,China,East Asia,Paris,Prime Systems,Large,Finance,Business Analyst,Senior,True,0.67,"Communication, Python, Research, Software Engineering, Statistics, SQL",116845,9.72,0.31,True,High,Mature
3556,2024,Nepal,South Asia,London,Global Analytics,Large,Agriculture,Data Scientist,Executive,False,0.12,"Communication, Cloud Computing, Business Analysis, Project Management, Research",31435,-4.1,0.79,False,Medium,Growing
3557,2024,Qatar,Middle East,Singapore,Future Systems,Enterprise,Education,Data Scientist,Mid,True,0.77,"Statistics, Project Management, Python, Data Analysis, SQL",106303,17.41,0.28,True,Low,Growing
3558,2023,Nigeria,Africa,Dubai,Global Analytics,Medium,Energy,Policy Analyst,Senior,True,0.76,"Project Management, Data Analysis, Business Analysis, SQL",38437,14.49,0.11,True,Low,Growing
3559,2020,United States,North America,Paris,NextGen Analytics,Enterprise,Agriculture,ML Engineer,Junior,True,0.58,"Research, SQL, Software Engineering",112133,13.64,0.13,True,Low,Growing
3560,2023,Canada,North America,Lagos,Global Analytics,Small,Finance,ML Engineer,Senior,True,0.54,"Communication, Cloud Computing, Python, Business Analysis, Software Engineering",129384,12.05,0.14,True,High,Mature
3561,2022,Australia,Oceania,Nairobi,Prime Analytics,Small,Energy,Business Analyst,Intern,False,0.15,"Statistics, Business Analysis, Python, Software Engineering, SQL, Communication",98512,3.12,0.67,False,High,Growing
3562,2017,Singapore,Southeast Asia,Sydney,Global Analytics,Enterprise,Manufacturing,Research Scientist,Executive,False,0.04,"Business Analysis, Software Engineering, Project Management, Research, Statistics, Cloud Computing",38990,-2.88,0.64,False,High,Growing
3563,2011,Pakistan,South Asia,London,Future Solutions,Medium,Agriculture,Systems Engineer,Junior,False,0.18,"Cloud Computing, Communication, SQL, Research",23297,-0.08,0.74,False,Low,Emerging
3564,2015,United Kingdom,Europe,Berlin,Global Solutions,Medium,Finance,Systems Engineer,Mid,True,0.54,"Data Analysis, Software Engineering, SQL, Cloud Computing",83753,-1.64,0.28,True,Low,Emerging
3565,2024,Australia,Oceania,Tokyo,Global Analytics,Startup,Retail,Research Scientist,Senior,False,0.11,"Project Management, Research, Data Analysis, Cloud Computing",89170,-4.96,0.67,False,Medium,Growing
3566,2014,Colombia,South America,Tokyo,Prime Technologies,Medium,Education,Policy Analyst,Senior,False,0.11,"Python, Communication, Data Analysis",39647,-1.44,0.86,False,Low,Emerging
3567,2010,Thailand,Southeast Asia,Tokyo,NextGen Technologies,Small,Manufacturing,Policy Analyst,Lead,False,0.06,"SQL, Python, Statistics, Project Management, Data Analysis, Software Engineering",32562,1.95,0.62,False,High,Emerging
3568,2013,Australia,Oceania,Dubai,Global Systems,Enterprise,Finance,ML Engineer,Lead,True,0.64,"Cloud Computing, Software Engineering, SQL",104691,-4.91,0.33,True,Medium,Emerging
3569,2011,New Zealand,Oceania,Tokyo,NextGen Solutions,Startup,Finance,Research Scientist,Senior,False,0.13,"Python, Software Engineering, Communication",57492,1.86,0.9,False,Medium,Emerging
3570,2023,Nigeria,Africa,Toronto,Prime Analytics,Large,Healthcare,ML Engineer,Senior,True,0.72,"Communication, Cloud Computing, Data Analysis",34085,16.43,0.12,True,High,Growing
3571,2017,Israel,Middle East,Nairobi,Global Analytics,Enterprise,Government,Research Scientist,Junior,False,0.13,"Cloud Computing, SQL, Software Engineering",62642,-0.83,0.65,False,High,Growing
3572,2011,Australia,Oceania,Berlin,Future Solutions,Small,Education,Data Scientist,Junior,False,0.01,"Software Engineering, SQL, Python, Project Management, Cloud Computing",61225,-1.16,0.61,False,High,Emerging
3573,2012,Indonesia,Southeast Asia,New York,Global Systems,Small,Government,Research Scientist,Mid,False,0.17,"Communication, Software Engineering, Statistics, Research, Python",35177,-3.51,0.81,False,Low,Emerging
